"frame_num","actives_count_top5","actives_count_top1","actives_count_top05"
"693000","129","40","21"
"693200","49","13","8"
"693400","137","37","20"
"69400","40","18","1"
"694000","46","8","2"
"694200","101","17","9"
"694400","42","2","2"
"694600","38","1","1"
"695000","139","36","14"
"695200","28","2","2"
"695600","61","4",\N
"695800","90","24","17"
"69600","39","1",\N
"696000","34","9","5"
"696200","86","18","11"
"696400","34",\N,\N
"696600","61","5","1"
"696800","97","22","13"
"697000","56","12","4"
"697200","24","1",\N
"697400","86","5","1"
"69800","42","1","1"
"698200","75","15","4"
"698400","71","10","1"
"698600","20","1",\N
"698800","61",\N,\N
"699000","147","23","9"
"699200","42",\N,\N
"699400","21","2",\N
"699600","43","1","1"
"699800","62","21","8"
"700000","135","17","2"
"700200","45","6","3"
"700400","106","22","4"
"700800","116","21","13"
"701000","71","2","2"
"701200","83","7","2"
"701400","92","20","7"
"701800","48",\N,\N
"70200","47","15","5"
"702000","122","30","23"
"702200","38","12",\N
"702600","58","8","3"
"702800","103","49","16"
"703000","57","11","3"
"703200","87","12","1"
"703400","88","21","13"
"703600","74","4","1"
"70400","77","6","6"
"704000","86","31","27"
"704400","61","19","9"
"704600","88","11","7"
"704800","49","4",\N
"705200","80","6","2"
"705400","56","17","3"
"705800","42","2",\N
"70600","35","18","1"
"706000","43","10","6"
"706400","31","2",\N
"706600","88","10","4"
"707000","56","6","2"
"707400","23",\N,\N
"707600","55","5","2"
"707800","131","26","11"
"70800","63","6","3"
"708000","57","4",\N
"708200","46","2","2"
"708600","126","36","15"
"708800","48","6",\N
"709200","50","5","2"
"709400","36","2","2"
"709600","38","2",\N
"71000","35","1",\N
"710000","44","5","2"
"710400","93","5","3"
"710600","73","8","4"
"711000","51","6","3"
"711400","52",\N,\N
"711600","34","5","2"
"711800","126","15","6"
"71200","78","9","6"
"712000","112","15","4"
"712400","50",\N,\N
"712600","82","8",\N
"712800","46","6","1"
"713000","89","18","4"
"713200","62","10","2"
"714000","53","9","5"
"714200","67","6","3"
"714400","123","27","8"
"714600","63","1",\N
"714800","51","2",\N
"715200","81","13","9"
"715400","87","17","17"
"715600","97","23","12"
"715800","37","1","1"
"71600","35","18",\N
"716000","138","17","9"
"716200","95","18","2"
"716600","71","3","1"
"716800","104","26","2"
"717200","14",\N,\N
"717600","68","26","16"
"717800","74","12","8"
"71800","39","3","1"
"718200","112","8","1"
"718600","38","4",\N
"718800","101","27","6"
"719000","95","18","12"
"719400","88","3","1"
"719800","77","2","2"
"7200","38","3","2"
"720200","103","6","2"
"720400","12","2",\N
"720600","50","13","7"
"720800","34",\N,\N
"721000","56","3",\N
"721200","154","42","18"
"721600","35",\N,\N
"721800","60","12","3"
"72200","40","2",\N
"722000","28","2",\N
"722400","70","20","9"
"722800","48","12","4"
"723200","53","9",\N
"723400","30",\N,\N
"723800","10","1","1"
"72400","49","19","16"
"724000","74","22","4"
"724400","94","22","10"
"724600","109","21","8"
"725000","51","6","2"
"725400","69","9","6"
"725600","131","32","19"
"725800","37","1","1"
"72600","50","6","4"
"726000","71","9","4"
"726200","40","15","9"
"726400","40","2","2"
"726800","92","20",\N
"727000","62","22","8"
"727200","106","32","12"
"727400","68","15","4"
"727600","23",\N,\N
"72800","47","10","8"
"728000","82","9","6"
"728200","52","2",\N
"728600","66","2","2"
"728800","35","6","4"
"729000","127","27","10"
"729600","63","6",\N
"729800","38","4","1"
"73000","51","3","2"
"730000","44","4","1"
"730200","59","6","1"
"730400","30","8",\N
"730600","52","6","2"
"730800","28",\N,\N
"731000","85","7","5"
"731200","31","2",\N
"731800","17",\N,\N
"73200","53","1","1"
"732000","27","3","1"
"732200","79","8","4"
"732800","93","12","7"
"733000","72","3","1"
"733200","40","3",\N
"733800","34",\N,\N
"73400","32","2","1"
"734000","52","9","4"
"734400","116","33","13"
"734600","30","3",\N
"734800","123","33","18"
"735000","60","9","3"
"735400","86","13","8"
"735600","58","10","4"
"735800","71","11","8"
"736000","43","9",\N
"736200","83","9","6"
"736400","60","4","2"
"736600","29","2","2"
"736800","59","3","3"
"737000","18",\N,\N
"737200","29",\N,\N
"737600","46","10","2"
"737800","53","12","3"
"73800","45","4","3"
"738000","75","8","2"
"738200","95","4",\N
"738600","35","3",\N
"738800","37","4","4"
"739000","44",\N,\N
"739200","87","22","22"
"739600","14",\N,\N
"7400","42","3","3"
"740000","32","4","1"
"740200","50","3","3"
"740600","80","6","4"
"741000","27","2","2"
"741200","56","6","4"
"741400","83","6","2"
"74200","40","3","2"
"742000","55","11","5"
"742200","72","10","7"
"742400","20","4","1"
"742600","43",\N,\N
"742800","72","8","6"
"74400","46","6","5"
"744000","20","2",\N
"744200","106","15","12"
"744400","66","8","4"
"744600","46","7","3"
"745000","51","11","1"
"745400","53","4","2"
"745600","27","4",\N
"746000","84","12","5"
"746400","56","2",\N
"746800","89","6",\N
"747600","89","20","14"
"747800","105","10","3"
"74800","38","3","3"
"748000","99","38","17"
"748400","18",\N,\N
"748600","62","6","6"
"749000","100","15","2"
"749200","48","9","3"
"749400","90","17",\N
"749800","53","5",\N
"75000","46","5","2"
"750200","93","11",\N
"750600","109","17","5"
"750800","74","10","7"
"751000","40","2",\N
"751800","122","43","28"
"752200","114","37","24"
"752400","98","22","12"
"752600","52","14","7"
"753000","100","24","11"
"753200","35","3","1"
"753400","89","7","5"
"753600","27","7","4"
"753800","73","10","6"
"75400","35","3","1"
"754200","52","8","4"
"754600","25","2",\N
"754800","15",\N,\N
"755000","46","4","4"
"755400","88","9","4"
"755600","31",\N,\N
"755800","35","2",\N
"75600","37","2","1"
"756000","62","8","1"
"756200","27",\N,\N
"756400","150","63","27"
"756600","63","2",\N
"756800","62","4","2"
"757000","25","4","2"
"757200","76","5","1"
"757400","85","19","9"
"757600","49","6",\N
"757800","89","18","8"
"75800","51","21","17"
"758000","61","4","1"
"758200","41",\N,\N
"758400","71","18","4"
"758800","36","3","2"
"759000","11","1",\N
"759400","164","69","45"
"759600","65","8",\N
"759800","112","35","23"
"7600","46","3","1"
"76000","39","21",\N
"760600","72","8","5"
"760800","78","26","16"
"761200","88","7","3"
"761400","91","41","27"
"761800","107","22","6"
"76200","34","3","2"
"762400","55","12","4"
"762600","55","4","4"
"762800","80","22","11"
"763000","93","11","5"
"763200","39",\N,\N
"763400","50","7","2"
"763600","114","11",\N
"763800","10",\N,\N
"76400","45","4","4"
"764200","53","2","2"
"764400","60","16","8"
"764600","52","4",\N
"764800","27","2",\N
"765000","68","17","1"
"765400","41","6","2"
"765600","111","42","12"
"765800","19","2",\N
"76600","36","3","1"
"766000","64","10","2"
"766200","74","12","2"
"766400","84","23","15"
"766600","143","23","8"
"766800","21","6","5"
"767000","40","7","2"
"767200","123","14","5"
"767600","41","5",\N
"76800","35","1",\N
"768200","46","7","1"
"768400","44","8","3"
"768600","35",\N,\N
"768800","23","8","4"
"769000","106","28","10"
"769400","58","23","12"
"769600","55",\N,\N
"769800","120","19","10"
"77000","37","1",\N
"770000","75","3","1"
"770200","105","29","18"
"770400","36",\N,\N
"770600","81","18","6"
"771000","112","25","5"
"771200","58","9","2"
"771400","94","26","12"
"77200","30","1","1"
"772000","97","31","18"
"772400","32",\N,\N
"772600","61","14","7"
"772800","58","7","6"
"773000","15","4","2"
"773200","39","8",\N
"773400","36","5","2"
"773600","124","31","6"
"773800","71","7","2"
"77400","44","21","4"
"774000","74","20","7"
"774400","98","24","10"
"774600","117","10","4"
"774800","89","26","10"
"775800","39","4",\N
"77600","40","3","1"
"776000","105","22","11"
"776200","59","15","3"
"776400","51","8",\N
"776800","57","23","15"
"777000","68","17",\N
"777200","22","5","2"
"777400","76","3",\N
"777800","154","31","11"
"77800","55","21","19"
"778000","82","1","1"
"778400","85","7","4"
"778600","71","11",\N
"778800","32","3",\N
"779000","29","7","4"
"779200","116","20","12"
"779600","48","3",\N
"7800","74","8","5"
"78000","37","19","16"
"780000","64","3","1"
"780200","58","10","2"
"780600","46","8",\N
"781000","83","22","9"
"781200","87","24","21"
"781800","137","37","6"
"78200","44","6","2"
"782000","104","37","20"
"782200","68",\N,\N
"782600","113","14","5"
"783200","99","16","7"
"783600","71","6","3"
"783800","84","9","5"
"78400","38","3","2"
"784000","35","3",\N
"784200","61","10",\N
"784400","177","34","12"
"784600","91","18","8"
"784800","54","8","4"
"785000","114","41","18"
"785400","69","14","7"
"785600","47","6","5"
"785800","110","21","7"
"78600","31","2","2"
"786200","73","5","3"
"786400","33","3",\N
"786800","106","12","10"
"787000","75","21","8"
"787200","11",\N,\N
"787600","76","9","4"
"787800","93","30","16"
"788000","115","14","7"
"788400","54","9","4"
"788600","75","20","8"
"788800","109","24","11"
"789000","100","17","10"
"789200","113","21","10"
"789400","18",\N,\N
"789800","31","6","1"
"79000","33","1",\N
"790000","119","24","9"
"790400","74","9","3"
"790800","66","11","3"
"791000","53","2","1"
"791200","32","2",\N
"791600","123","15","2"
"792000","100","10","2"
"792200","61","6",\N
"792400","72","5","4"
"792800","156","25","17"
"793000","45","4","4"
"793200","42","4",\N
"793600","78","7",\N
"793800","61","15","7"
"794000","68","14",\N
"794400","41","4","2"
"794600","121","18","13"
"794800","57","8","2"
"795200","46","10",\N
"795400","95","20","13"
"795600","78","28","20"
"795800","107","32","12"
"79600","37","4","2"
"796200","28","5","4"
"796800","50","2","2"
"797000","34","8","1"
"797400","66","22","11"
"797600","40","11","6"
"797800","67","2","2"
"79800","67","19","16"
"798000","59","3","2"
"798200","67","11","10"
"798600","47","10","4"
"798800","46","6","2"
"799200","86","2",\N
"8000","48","1","1"
"80000","48","2","2"
"800000","60","10","7"
"800200","190","69","43"
"800400","72","4","2"
"800600","68","34","23"
"800800","52","6",\N
"801000","44","3","3"
"801200","72","8",\N
"801400","92","1","1"
"801600","118","15","1"
"801800","112","26","17"
"80200","51","19","2"
"802000","122","26","12"
"802200","69","6",\N
"802600","54",\N,\N
"802800","51","8","2"
"803000","102","20","7"
"803200","44","11","5"
"803400","91","17","12"
"803600","79","14","5"
"803800","34","10","2"
"80400","31","1","1"
"804000","117","11","9"
"804400","34","1",\N
"804600","128","14","3"
"804800","69","9","6"
"805200","61","12","8"
"805400","27",\N,\N
"805600","66","13","2"
"80600","26","2","1"
"806000","39","9","6"
"806200","15",\N,\N
"806400","72","16","12"
"806600","123","18","7"
"807000","65","10","3"
"807400","65","8","2"
"807600","110","13","2"
"807800","14",\N,\N
"80800","32","2",\N
"808000","19","2",\N
"808400","114","30","18"
"809000","59","5",\N
"809200","52","2","2"
"809400","48","8","4"
"809800","160","36","22"
"810000","70","6",\N
"810200","62","10","4"
"810600","25",\N,\N
"810800","178","40","27"
"811000","49","3","2"
"811200","5",\N,\N
"811600","123","48","21"
"811800","103","21","7"
"81200","40","3","2"
"812200","50","7","2"
"812400","110","26","6"
"812600","60","7","3"
"812800","86","6",\N
"813200","31","3","1"
"813400","19","4","2"
"813800","69","11","8"
"814000","69","6",\N
"814200","54","5","2"
"814400","107","30","4"
"815000","90","22","10"
"815200","115","16","9"
"815400","81","19","8"
"815600","37",\N,\N
"815800","93","21","7"
"81600","46","6","4"
"816000","100","21","18"
"816200","25",\N,\N
"816600","121","15","6"
"816800","76","12","2"
"817400","92","9","3"
"817600","125","8","6"
"817800","55","4","1"
"81800","46","3","1"
"818400","86","19","6"
"818600","39","10","4"
"818800","64","6",\N
"819000","104","1","1"
"819400","44","5",\N
"819600","62","11",\N
"819800","112","12","2"
"82000","71","22","18"
"820200","106","16","4"
"820400","13",\N,\N
"820600","90","39","27"
"820800","102","11","1"
"821000","135","30","14"
"821200","90","18","8"
"821400","80","2",\N
"821800","34","5",\N
"82200","51","6","2"
"822200","37","6","4"
"822600","89","14","4"
"822800","56","8","4"
"823000","70","4","1"
"823200","92","19","2"
"823400","112","16","2"
"823600","66","14","10"
"823800","56","2",\N
"824000","97","10",\N
"824200","60","10","3"
"824600","82","24","12"
"824800","71","9","2"
"825400","58","2","2"
"825800","64","7",\N
"82600","49","17","16"
"826000","45","3",\N
"826200","92","14","3"
"826400","41",\N,\N
"826600","124","29","18"
"826800","76","7","6"
"827000","76","9","5"
"827200","49","7","3"
"827800","92","12","5"
"82800","34","17","17"
"828000","19",\N,\N
"828200","85","18","6"
"828400","141","36","10"
"828600","73","11","6"
"829000","155","20","2"
"829200","86","24","10"
"829400","16",\N,\N
"829600","92","16","5"
"83000","37","5","3"
"830000","54","6","2"
"830200","75","2","1"
"830400","121","28","14"
"830600","84","25","18"
"830800","112","6","5"
"831200","156","26","6"
"831800","64","22","13"
"83200","48","3",\N
"832000","17",\N,\N
"832400","54","12","2"
"832800","71","12",\N
"833000","97","8","4"
"833200","65","4",\N
"833600","83","37","18"
"833800","54","8","1"
"83400","34","6","1"
"834000","54","9","5"
"834400","54","9","5"
"834600","43","6","2"
"835200","112","9","5"
"835400","54","6",\N
"835600","78","2",\N
"83600","65","20","17"
"836000","114","30","19"
"836200","71","30","6"
"836400","74","4",\N
"836600","131","26","12"
"836800","22","7","7"
"837000","74","9","3"
"837200","69","9","6"
"837400","62","12","2"
"837600","63","10","1"
"838000","98","27","14"
"838200","59","2",\N
"838400","50","4","2"
"838800","61","7","7"
"839000","111","23","10"
"839200","19",\N,\N
"839400","79","20",\N
"839600","66","4","4"
"839800","63","14","6"
"8400","27",\N,\N
"84000","61","5","3"
"840200","34","3","1"
"840400","116","39","18"
"840800","90","10",\N
"841000","27","3","2"
"841200","74","5","3"
"841400","78","10","8"
"841800","92","25","12"
"842000","79","7","2"
"842200","36","10","2"
"842400","53","8","1"
"842600","73","3","1"
"842800","101","15","12"
"843000","40",\N,\N
"843200","29","3","3"
"843400","99","30","12"
"84400","35","4","1"
"844000","88","8","8"
"844200","149","30","17"
"844400","41","8","1"
"844800","42","7",\N
"845000","44","4","2"
"845200","42","8","4"
"845400","67","16","2"
"84600","37","1","1"
"846000","49","8","5"
"846400","58","8",\N
"846600","24",\N,\N
"846800","71","12","3"
"847000","40",\N,\N
"847200","25",\N,\N
"847400","26",\N,\N
"847600","39","3","3"
"847800","116","39","12"
"84800","70","4","1"
"848200","83",\N,\N
"848400","122","15","6"
"849000","34","3","2"
"849200","107","12","6"
"849400","13",\N,\N
"849600","122","34","16"
"850000","76","8","6"
"850400","118","23","13"
"850600","92","9","7"
"850800","84","7","2"
"851600","60","12","4"
"851800","48","1","1"
"85200","44","5","2"
"852000","63","6",\N
"852200","59","7","5"
"852400","36","2",\N
"852600","134","14","6"
"852800","108","12","5"
"853000","122","16","7"
"853400","71","9","3"
"853800","59","3",\N
"85400","41","18","1"
"854000","90","14","5"
"854200","21",\N,\N
"854400","100","26","4"
"854800","157","43","24"
"855000","87","11","4"
"855400","87","7","4"
"855600","111","27","20"
"855800","33","2","1"
"85600","28","1","1"
"856600","81","15","4"
"856800","90","14","4"
"857000","39",\N,\N
"857200","137","26","5"
"857400","46","2",\N
"857600","73","6","4"
"857800","97","8","2"
"85800","31","4","2"
"858000","40","4","3"
"858200","36","7","3"
"858800","47","11","6"
"859000","42","10","6"
"859200","65","7","2"
"859400","105","22","9"
"859600","48","8","2"
"859800","92","7","5"
"86000","46","6","4"
"860400","47","6","4"
"860600","62","8","6"
"860800","105","33","20"
"861000","75","13","8"
"861200","42","10",\N
"861400","25","4","1"
"861600","147","14","6"
"86200","42","4","1"
"862000","43","1","1"
"862200","148","35","10"
"862400","70","16","6"
"862600","97","17","11"
"862800","97","5",\N
"863000","72","6","4"
"863200","51",\N,\N
"863600","55","5",\N
"863800","59","8","4"
"86400","43",\N,\N
"864000","63","4","1"
"864600","146","62","37"
"864800","61","4",\N
"865000","51","9","3"
"865200","25","4",\N
"865400","20",\N,\N
"865800","80","10","1"
"86600","50","4","3"
"866200","66","6","2"
"866400","109","13","5"
"866600","77","17","11"
"866800","55","3","2"
"867000","85","9",\N
"867200","86","11","3"
"867600","57","10","2"
"867800","104","24","10"
"868000","58","16","8"
"868200","36","1",\N
"868400","23","15","8"
"868600","47","2",\N
"868800","107","13","9"
"869000","167","56","34"
"869200","161","21","9"
"869600","79","11","5"
"869800","78","17",\N
"87000","40","3","3"
"870000","76","12","7"
"870200","19","2",\N
"870400","97","4",\N
"870600","28",\N,\N
"870800","43","7","3"
"871000","90","20","10"
"871200","77","6",\N
"871400","65","7","2"
"871600","77","6","2"
"871800","69","15","11"
"87200","61","24","6"
"872000","173","37","32"
"872400","92","18","2"
"872800","122","15","4"
"873000","71","8","4"
"873400","123","30","16"
"873600","51","6","1"
"87400","79","18","18"
"874000","54","6","6"
"874400","58","17","4"
"874600","80","11","2"
"874800","41","5","5"
"875000","57","12","4"
"875200","106","20","6"
"875400","77","13","9"
"875600","55","6","2"
"875800","85","7","2"
"87600","36","1",\N
"876000","49","9","9"
"876200","74","9","3"
"877000","101","16","6"
"877200","68","1",\N
"877400","61","17","3"
"877800","31",\N,\N
"878200","91","18","7"
"878600","77","6",\N
"878800","99","25","13"
"879000","103","6","3"
"879200","78","8","5"
"879400","38","2",\N
"879600","37","6","6"
"879800","35","3","2"
"8800","47","7","4"
"880000","92","6","1"
"880200","49","13","5"
"880800","71","13","5"
"881000","46","2","1"
"881200","52","3",\N
"881400","52","7","6"
"881600","58","8","1"
"881800","129","26","23"
"88200","43","25","23"
"882200","60","6","6"
"882800","90","10","4"
"883000","66","10","4"
"883400","90","20","17"
"883600","90","7","1"
"883800","33","7","4"
"884000","101","11","9"
"884400","102","15","10"
"884600","67","6","4"
"884800","84","9","2"
"885000","44","2","2"
"885200","140","31","14"
"885400","122","30","5"
"885600","126","28","4"
"885800","45","7",\N
"88600","42","2","1"
"886000","73","8",\N
"886200","98","11","4"
"886400","72","12","5"
"886600","81","7",\N
"887000","107","21","7"
"887800","102","32","18"
"88800","57","8","1"
"888000","22",\N,\N
"888200","71","2","1"
"888400","54","6","3"
"888600","43","3","2"
"889000","31","3","1"
"889600","41","6","5"
"889800","57","10","4"
"89000","27","2","1"
"890000","38","8","2"
"890400","53","1",\N
"890600","74","9","1"
"891000","70","10","4"
"891200","57","12","4"
"891400","71","12","8"
"891600","56","4","2"
"891800","131","20","5"
"89200","34","2","1"
"892000","148","23","10"
"892200","48","9","6"
"892400","27","5","3"
"892600","109","27","18"
"893000","46","10","5"
"893200","77","16","5"
"893400","42","5","3"
"893800","124","13","6"
"89400","81","13","4"
"894000","147","42","18"
"894200","105","20","11"
"894400","119","17","6"
"894800","102","26","15"
"895200","37","4","2"
"895400","101","18","11"
"895600","164","55","24"
"895800","43","2","1"
"896000","53","5","2"
"896200","116","14","6"
"896600","96","14","6"
"897000","88","24","9"
"897400","75","14",\N
"89800","33","2","1"
"898000","48","14","11"
"898400","31","2","2"
"898600","61","6","2"
"898800","95","16","3"
"899000","42","8","5"
"899200","72","17","7"
"899400","40",\N,\N
"899600","88","25","6"
"899800","110","29","15"
"9000","45","1",\N
"90000","25","6",\N
"900000","76","9","3"
"900400","123","31","19"
"900800","151","38","20"
"901000","107","20","14"
"901200","43","13","2"
"901400","33","4","1"
"901600","128","24","8"
"90200","62","10","2"
"902000","115","5","2"
"902200","92","11","4"
"902400","91","14","4"
"902600","54","5","2"
"903200","43",\N,\N
"903400","70","6","4"
"903600","155","52","23"
"903800","103","22","11"
"90400","62","8","1"
"904000","41","3","2"
"904400","95","10",\N
"904600","43","2",\N
"904800","29","2",\N
"905000","79","23","12"
"905600","61","11","5"
"90600","50","5","2"
"906000","59","7","4"
"906200","58","10","4"
"906400","34","4","2"
"906600","119","42","9"
"907400","53","7","1"
"907800","72","5","2"
"908200","78","19","9"
"908400","64","10","4"
"908600","94","14","5"
"908800","47","3",\N
"909000","87","11","9"
"909400","27","2","2"
"909600","49","9","4"
"909800","105","23","12"
"91000","56","4",\N
"910600","30",\N,\N
"910800","109","20","4"
"911000","115","27","7"
"911200","155","42","29"
"911400","111","4","4"
"911600","129","25","3"
"911800","101","13","6"
"91200","26","3",\N
"912200","67","2","2"
"912400","47","2","2"
"912600","101","27","17"
"912800","119","34","26"
"913200","56","8",\N
"913400","37","5","1"
"913600","97","12","7"
"913800","57","7","3"
"91400","40","18","16"
"914000","110","24","13"
"914200","48","5","3"
"914600","95","22","8"
"914800","55","6","5"
"915000","92","25","15"
"915200","14",\N,\N
"915600","40","6","6"
"915800","48","5","2"
"91600","55","22","3"
"916000","74","14","5"
"916200","35",\N,\N
"916400","75","14","12"
"916800","47","4","1"
"917600","103","6","2"
"91800","68","19","2"
"918200","15",\N,\N
"918400","112","20","6"
"918600","62","5","5"
"919000","61","11","5"
"919200","19","1",\N
"919400","90","32","8"
"919600","60","13","5"
"9200","43","1","1"
"92000","28","2","2"
"920000","104","20","13"
"920200","101","12","10"
"920400","115","3","1"
"921000","100","32","16"
"921400","58","3","1"
"921600","62","4","2"
"921800","47","16","3"
"92200","50","5",\N
"922200","91","3",\N
"922400","110","12","2"
"922600","59","6","2"
"923000","90","11","9"
"923200","70","10","2"
"923400","163","37","18"
"92400","37","2","1"
"924000","60","8","3"
"924200","73","11","5"
"924400","79","9","3"
"924600","135","16","8"
"925000","162","35","11"
"925200","65","6","3"
"925400","60","4","2"
"925600","26",\N,\N
"926000","71","16","11"
"926200","79","15","4"
"926400","61","7","3"
"926600","80","17","4"
"927000","138","45","10"
"927200","78","21","7"
"927400","121","14","5"
"927600","140","27","10"
"927800","64","3","2"
"92800","34","2","1"
"928200","91","26","11"
"928400","118","14","9"
"928600","63","7","3"
"928800","48","4","2"
"929000","36","7","5"
"929400","35",\N,\N
"929600","100","7","4"
"929800","44","3","1"
"93000","34","3","1"
"930000","60","2","2"
"930400","57","3","3"
"930600","129","22","4"
"930800","59","6","3"
"931800","97","22","10"
"93200","44","2","2"
"932400","68","15","8"
"932600","79","16",\N
"933200","36",\N,\N
"933400","85","3",\N
"933800","151","37","20"
"93400","38","2","1"
"934000","122","29","16"
"934200","52","6","4"
"934400","98","7","5"
"934600","27",\N,\N
"935000","64","12","3"
"935200","97","19","8"
"935400","82","7","4"
"935600","123","23","7"
"935800","132","33","16"
"93600","38","2","2"
"936000","128","37","14"
"936200","93","20","18"
"936800","96","21","6"
"937000","44","6","3"
"937200","98","6","2"
"937400","141","43","24"
"937600","81","2",\N
"937800","131","9","3"
"93800","67","7","4"
"938200","56",\N,\N
"938400","93","10","4"
"938600","92","7","2"
"938800","153","48","19"
"939000","143","22","5"
"939400","123","19","8"
"9400","43","3","2"
"94000","31","5","3"
"940000","34","3","2"
"940400","80","18","7"
"940600","87","13","6"
"940800","50","11","5"
"941000","110","15","4"
"941200","56","9","8"
"941400","55","17","8"
"941600","86","30","6"
"941800","70","12","3"
"942000","45","9","7"
"942200","106","20","15"
"942400","31","6","6"
"942600","78","10","2"
"942800","97","6","5"
"943200","151","76","30"
"943400","50","13","8"
"943600","93","20","9"
"943800","83","11","3"
"94400","98","16","16"
"944000","116","18","7"
"944200","96","7","3"
"944400","109","17","4"
"944600","88","8",\N
"944800","72","10","6"
"945000","102","24","7"
"945200","108","35","14"
"945800","61","18","7"
"946000","38","2","1"
"946400","84","3","1"
"946800","30",\N,\N
"947000","125","8",\N
"947400","86","6",\N
"94800","36","3","3"
"948000","68","4","2"
"948200","94","12","4"
"948400","111","17","5"
"948600","66","15","3"
"948800","108","11","5"
"949000","46","5","3"
"949200","60","13","4"
"949400","100","10","1"
"949600","88","9","5"
"949800","119","20","8"
"95000","27","2","1"
"950000","112","60","38"
"950400","60","4","2"
"950600","137","14","5"
"951000","48",\N,\N
"951200","54","19","12"
"951600","48","8","5"
"951800","65","10","6"
"952000","49","2",\N
"952200","32","5","3"
"952400","67","5","5"
"952600","97","29","4"
"952800","48","9","6"
"953200","55","5","2"
"953400","67","4","1"
"953600","104","22","6"
"95400","58","21","17"
"954000","54","6",\N
"954200","62","7","3"
"954400","36","6",\N
"954800","42","2",\N
"955000","42","8",\N
"955400","80","6","3"
"955600","61","11","4"
"95600","45","7","4"
"956200","60","3","3"
"956400","46","6","2"
"956600","126","15","3"
"956800","114","12","3"
"957000","82","17",\N
"957400","31",\N,\N
"957600","32",\N,\N
"958000","13",\N,\N
"958400","63","12","8"
"958600","35","4","2"
"958800","95","19","16"
"959000","26","4","1"
"959200","103","18","11"
"959400","88","16","5"
"959600","66","16","12"
"959800","72","6",\N
"9600","42","4","2"
"96000","39","21","18"
"960000","50","5","1"
"960200","68","2",\N
"960400","80","11","5"
"960600","52","16","7"
"960800","67","13","4"
"961000","158","25","12"
"961400","72","15","7"
"961600","84","9","2"
"961800","140","16","10"
"962000","103","17","7"
"962200","98","9","4"
"962400","56","16","4"
"962600","36","11","7"
"962800","16",\N,\N
"963000","75","12",\N
"963600","108","23","15"
"963800","59","6",\N
"96400","56","8","6"
"964200","92","23","7"
"964400","78","9","6"
"964800","71","16","9"
"965000","68","20",\N
"965200","150","47","16"
"965400","88","16","6"
"965600","65","3",\N
"965800","180","42","34"
"96600","58","19","17"
"966200","62","15","4"
"966400","77","11","4"
"966600","65","7",\N
"967200","87","11","3"
"967400","39","4","2"
"967600","87","24","15"
"967800","24","4","4"
"968000","82","25","15"
"968200","60","14","2"
"968400","69","8","1"
"968600","120","31","23"
"968800","66","14","4"
"969000","91","22","14"
"969400","61","6","5"
"969600","49","6","1"
"969800","62","21","17"
"97000","36","18","1"
"970000","121","37","20"
"970200","112","42","24"
"970600","85","16","11"
"971000","53","11","3"
"971200","36","4","4"
"971400","85","11","3"
"971600","134","33","19"
"971800","106","23","16"
"97200","42","5","3"
"972000","61","14","6"
"972200","32","3",\N
"972400","63","8",\N
"972600","80","5",\N
"972800","126","23","12"
"973000","84","5","1"
"973200","47","20","16"
"973800","94","19","7"
"974000","97","14","7"
"974200","69","14","8"
"974400","50","12","12"
"974600","92","11","5"
"974800","188","64","40"
"975000","112","20","9"
"975600","91","4","3"
"976000","54","4",\N
"976200","69","11","1"
"976400","167","27","14"
"976800","41","4",\N
"977000","46","3",\N
"977200","86","8","3"
"977600","70","8","4"
"977800","57","6","4"
"978000","47","5","2"
"978200","96","11","5"
"978400","75","18","6"
"978600","53","3","2"
"978800","146","39","9"
"979000","84","34","25"
"979400","105","15","4"
"980000","99","18","5"
"980200","68","8",\N
"980400","157","26","12"
"981000","101","10","6"
"981200","168","59","28"
"981400","121","38","27"
"981600","51","8","4"
"981800","93","17","13"
"98200","28","19","17"
"982000","154","28","5"
"982200","59","2","1"
"982400","101","21","10"
"982800","104","16","7"
"983000","105","7","3"
"983200","146","29","13"
"983400","93","15","6"
"983600","64","7","7"
"983800","139","39","15"
"98400","40","3","1"
"984200","66","13","8"
"984600","149","31","16"
"985200","52","8","6"
"985600","84","25","4"
"985800","93","26","10"
"98600","37","19","3"
"986400","68","5","2"
"986800","59","16","6"
"987000","111","27","13"
"987200","44","20","10"
"987400","62","12","4"
"987600","83","10","4"
"98800","37","6","2"
"988000","77","12","4"
"988600","18","2","2"
"988800","66","5","3"
"989000","45","5",\N
"989200","27",\N,\N
"989400","87","10","7"
"989600","54","6","6"
"989800","99","30","20"
"99000","69","3","2"
"990200","43",\N,\N
"990400","69","11","6"
"990600","85","14","4"
"990800","52","1",\N
"991000","35","7","3"
"991200","27","17",\N
"991600","51","1","1"
"99200","42","3","3"
"992000","92","19","7"
"992200","70","12","7"
"993000","123","29","9"
"993200","96","23","9"
"99400","17","2","1"
"994000","137","31","15"
"994200","114","32","4"
"994400","90","10","5"
"994600","50","7","1"
"994800","32","3","1"
"995600","97","20","2"
"99600","38","3","2"
"996200","63","17","6"
"996400","55","3","1"
"996600","34","6","3"
"996800","123","33","15"
"997800","70","16","9"
"99800","52","9","5"
"998200","2","2","2"
"998400","150","21","7"
"998600","65","9","2"
"998800","26","2",\N
"999000","106","9","4"
"999600","62","6","2"
